City,Place,Ratings,Distance,Place_desc 
Goa,Carnival in Goa,3.6, 43 out of 184  places to visit in Goa ," The Goa Carnival is a legacy of the Portuguese rule and has grown from being a quiet event to a popular, massive scale festival, attracting thousands of tourists from India and abroad"
Goa,Butterfly Conservatory Of Goa,3.6, 21 km  from city center , The Butterfly Conservatory of Goa is a butterfly sanctuary and garden in the Ponda district of Goa
Goa,Sri Mahadeva Temple,3.6, 46 km  from city center ," Sri Mahadeva Temple, Tambdi Surla is one of the oldest temples in Goa to Lord Shiva"
Goa,Monastery Of St Augustine,3.6, 8 km  from city center , Church Of St
Goa,Savoi Plantation,3.6, 19 km  from city center , Savoi Spice Plantation is a 40-hectare organic farm located 15km from Ponda
Gulmarg,Kongdori - Gulmarg Gondola,4.4, 4 km  from city center , Gulmarg Gondola is the second longest and second-highest cable car in the world
Gulmarg,Skiing in Gulmarg,4.3, 2 km  from city center , Gulmarg is a hill town in Jammu and Kashmir which is lately gaining a lot of popularity for its ski terrain
Gulmarg,Maharani Temple,3.8, 1 km  from city center , The Maharani Temple of Gulmarg is dedicated to Lord Shiva and Goddess Parvati and lies on a small hillock which is visible from all corners of the town
Gulmarg,Alpathar Lake,3.3, 7 km  from city center , Alpather Lake is a high altitude lake set between the twin Apharwat Peak in Gulmarg
Gulmarg,Ningli Nalla,3.3, 8 km  from city center ," Situated 10 km from Gulmarg, Ningle Nallah is a mountain stream flanked with snow-capped mountains and lush green pastures from all four sides"
Gulmarg,St. Mary Church,3.3, 1 km  from city center ," Standing tall, even after a 100 odd years, is this Victorian architectural wonder of the Saint Mary's Church located near the Golf Course in Gulmarg"
Gulmarg,Golf Course,3.3, 1 km  from city center ," Famed as the highest 18 hole golf course in the world, the Gulmarg Golf Course is also the longest in India"
Gulmarg,Tangmarg,3.3, 3 km  from city center ," Tangmarg is a small town in the Baramulla district of Kashmir, almost 13km from Gulmarg"
Gulmarg,Ziarat of Baba Reshi,3.3, 0 km  from city center , Ziarat of Baba Reshi is a Muslim shrine built in the 13th century on the slopes below Gulmarg
Gulmarg,Gulmarg Biosphere Reserves,3.3, 4 km  from city center , The Gulmarg Biosphere Reserve is a protected reserve situated 48 km from Srinagar
Gulmarg,Kanchenjunga Museum,3.3, 86 km  from city center , The museum has on display a modest exhibit of modern warfare & mountaineering equipments and gears used by the Indian Army in the mountains
Gulmarg,Khilanmarg,3.3, 5 km  from city center , Khilanmarg is a miniature valleyÂ set at a 6 km walk from Gulmarg
Gulmarg,Imambara Goom,3.3, 18 km  from city center , Imambara Goom is a religious attraction located at Ahmadpora near Baramullah
Gulmarg,Ferozpur Nallah,3.3, 5 km  from city center , Ferozepur Nallah is another exquisite mountain stream flowing through the valleys between the beautiful Chinamarg and Nurpur Pass
Gulmarg,Gulmarg Snow Festival,3.2, 2 km  from city center ," Started in 2003 to encourage winter sports and tourism, Gulmar Snow Festival is a two-day long celebration organized every year by the tourism ministry"
Gulmarg,City Shopping,3, 1 km  from city center , Gulmarg is not a shopping destination and doesn't offer as much as Srinagar
Gulmarg,Apharwat Peak,3.6, 2 km  from city center ," Situated at a height of 4200 metres above the mean sea level, Apharwat Peak in Gulmarg is one of the most breathtaking places"
Gulmarg,Drung Waterfall,3.6, 3 km  from city center ," The Drung Waterfall is an extremely popular tourist attraction located in the Tangmarg tehsil of Gulmarg, Baramulla"
Gulmarg,Strawberry Valley,3.6, 7 out of 21  places to visit in Gulmarg ," A hidden attraction in Gulmarg is Strawberry Valley, unexploited by tourism and still holding its nascent beauty and charm"
Gulmarg,Seven Springs,3.6, 2 km  from city center ," Seven Springs is the majestic stream, known for its seven different outlets of water"
Gulmarg,Children's Park,3.6, 1 km  from city center ," Childrenâs Park in Gulmarg sprawls over acres of land amidst breathtaking conifers, floating clouds, and spectacular hills"
Gwalior,Gwalior fort,4.3, 2 km  from city center ," Perched high at the top of a vast rocky massif, Gwalior Fort is a place hard to miss being visible from every nook and corner of the city"
Gwalior,Jai Vilas Palace,4.2, 2 km  from city center ," The Jai Vilas Palace also known as the Jai Vilas Mahal, is a nineteenth-century palace placed in Gwalior Madhya Pradesh, India"
Gwalior,Sun Temple,3.7, 4 km  from city center , Surya Mandir or Sun Temple located near Residency at Morar is one of the important religious centers in the historic city of Gwalior
Gwalior,Suraj Kund,3.7, 2 km  from city center , Suraj kund in Gwalior is a tank located in Gwalior fort
Gwalior,City Mall,3.7, 2 km  from city center ," Centrally located on Maharani Laxmi Bai Road, Gwalior, the Dindayal City Mall is for that group of people who absolutely love high-end luxury malls"
Gwalior,Man Mandir Palace,3.6, 2 km  from city center ," Located at the North-east end of the fort, Man mandir palace was built between 1486 and 1516 by the Tomar ruler, Man Singh Tomar"
Gwalior,Gujari Mahal (State Archaeological Museum),3.5, 2 km  from city center ," Built by Man Singh in the 15th century for his favorite wife Mrignayani, Gujari Mahal is now in ruins and also an archaeological museum as it showcases various sculptures, statues and other remains dating back to 1st and 2nd century BC"
Gwalior,Tomb of Tansen,3.5, 2 km  from city center ," One of the greatest musicians of India and en eminent vocalist in the courts of Akbar in the medieval period, Tansen was also among one of the nine gems of the Mughal court"
Gwalior,Teli Ka Mandir,3.5, 2 km  from city center ," Located in the Gwalior Fort, this temple also dates back to the 9th century and is the highest building in Gwalior (100 ft"
Gwalior,Saas Bahu Temple,3.5, 1 km  from city center ," Built in the 9th century, the Saas Bahu temple attracts tourists and devotees alike"
Gwalior,Scindia Museum,3.5, 2 km  from city center ," Dedicated to Jivaji Rao Scindia, this is one of the most prominent museums of Madhya Pradesh"
Gwalior,Tomb of Ghaus Mohammed,3.5, 2 km  from city center , The tomb of a 16th century prince-turned-sufi is now situated in the town of Hazira
Gwalior,Gwalior Zoo,3.2, 2 km  from city center , Families and Wildlife enthusiasts can visit the Gwalior zoo which has a good collection of animals including a white tiger
Gwalior,Padavali and Bateshwar,3.2, 23 km  from city center ," Situated around 40 km from the main town of Gwalior, Padavali is an fortress comprising many ancient temples"
Gwalior,Gwalior Trade Fair,3.2, 14 out of 34  places to visit in Gwalior ," One of the largest fairs of Madhya Pradesh, this trade fair was started in 1905 by Maharaj Madhav Rao Scindia, the king of Gwalior"
Gwalior,Tighra Dam,3.2, 18 km  from city center , Tighra dam is located just outside the main city and provides a nice getaway from the city
Gwalior,Shyam Vatika,3.2, 3 km  from city center ," Recognized by the Guinness as World's largest indoor mural, this is a privately owned banquet hall with all its ceilings and interior walls painted by a team of 6 artists led by Ashutosh Panigrahi"
Gwalior,Sarod Ghar (Kala Vithika),3.2, 4 km  from city center ," Music enthusiasts must visit the Sarod Ghar, which is a museum of music and has been set up in the ancestral house of the legendary Ustad Hafiz Ali Khan"
Gwalior,Boating at Tighara Dam,3.2, 18 km  from city center , Tighara dam is located just outside the main city and provides a nice getaway from the city
Gwalior,Roop Singh Stadium,3.2, 1 km  from city center , Roop Singh Stadium is a famous International cricket stadium which has hosted many international cricket matches
Gwalior,Mrignayani Emporium,3.2, 3 km  from city center ," A good place to buy handicrafts and clothes including famous Chanderi and Maheshwari Saris, Mrignayani Emporium is named after the Queen Mrignayani and is a chain outlet owned by the government"
Gwalior,Jiyaji Chowk Bazaar,3.2, 4 km  from city center ," If you are looking for handicrafts, handloom products and jewellery, this is the perfect place to go"
Gwalior,Patankar Bazaar,3.2, 3 km  from city center ," Another crowded market in Gwalior, you will find all kinds of handicrafts, handloom products, stone carvings, artifacts, etc"
Gwalior,Arihant Emporium,3.2, 2 km  from city center ," Famous for selling Gwalior style silver boxes decorated with images from the tile work of Man Mandir Palace, this shop is located near Jai Vilas Palace"
Gwalior,City Shopping,3, 4 km  from city center , The best time to buy handicrafts in Gwalior is during the Annual Trade Fair held during the month of January where artisans from various parts of the country come to showcase their work
Gwalior,Gurudwara Data Bandi Chhod,3.6, 2 km  from city center ," Gurudwara Data Bandi Chhod is associated with Guru Har Gobind Saheb, his imprisonment in the Gwalior Fort and his release along with the 52 kings who were held captive"
Gwalior,Usha Kiran Palace Hotel,3.6, 2 km  from city center ," Constructed in 1880 by the Scindia rulers, Usha Kiran Palace Hotel is a heritage hotel in Gwalior"
Gwalior,Gopachal Parvat,3.6, 2 km  from city center , Gopachal Parvat is a famous for the 7th and 15th century rock-cut Jain monuments
Gwalior,Samadhi Of Rani Lakshmi Bai,3.6, 0 km  from city center ," Built in the honour of the Warrior Queen of Jhansi, Rani Lakshmi Bai, her Samadhi is a famous attraction"
Gwalior,Kuno-Palpur Wildlife Sanctuary,3.6, 0 km  from city center , Kuno-Palpur Wildlife Sanctuary is a hidden gem hiding amidst Vindhyan Hills in the state of Madhya Pradesh
Gwalior,Chhatris Of Scindia Dynasty,3.6, 0 km  from city center , Chhatris of Scindia Dynasty are the memorials built in the memory and honour of the rulers of the Scindia Dynasty
Gwalior,Splash The Sun City,3.6, 3 km  from city center ," Situated in Gole ka Mandir in Gwalior, Splash The Sun City is one of the most popular water parks in the city and is a perfect way to spend time with friends and family"
Gwalior,Old Water Park,3.6, 4 km  from city center ," Located on the Hurawali Link Road in Gwalior, Old World Water Park is a top water park of the city"
Gwalior,Tansen Music Festival,3.6, 34 out of 34  places to visit in Gwalior ," Set in the humble village of Behat in Gwalior, the Tansen Music Festival or the Tansen Sangeet Sammelan/ Tansen Utsav is an alluring display of the art of music"
Hampi,Virupaksha Temple,4.5, 1 km  from city center ," Also known as the Pampapathi temple, it is the most famous temple in Hampi and dates back to the 7th century"
Hampi,Vithala Temple,3.7, 1 km  from city center ," The most impressive structure in Hampi, the Vithala Temple dates back to the 16th century and is a truly splendid example of rich architecture"
Hampi,Lotus Palace,3.6, 2 km  from city center ," Close to the Zenana Enclosure, is a monument that stands out in its design and style from most of the structures of Hampi"
Hampi,Monkey Temple,3.6, 4 km  from city center ," Atop the Anjenaya Hill, this temple is dedicated to Hanumana"
Hampi,Hampi Bazaar,3.6, 0 km  from city center , This bazaar is facing the Virupaksha temple and hence is also known as the Virupaksha Bazaar
Hampi,Queen's Bath,3.6, 2 km  from city center ," A part of the Royal Enclosure, this aquatic enclosure was the Royal bath during the times of the Vijayanagra Empire"
