Hotel_Name,Hotel_Rating,City,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Hotel_Price
"The Peerless Inn, Durgapur",4,Durgapur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Kitchen,2589
"The Peerless Inn, Durgapur",4,Durgapur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Kitchen,2589
Hotel Aranya Vihar,4.2,Hazaribagh,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,2600
"Krishna vatika, Krishna nagar Kanpur nagar uttar pradesh",4.2,Kanpur,0,0,0,0,0,0,0,0,0,2600
Nirvana Residency,4.7,Nagpur,0,0,0,0,0,0,0,0,0,2600
Hotel Centro,4.4,Pune,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,Kid-friendly,2607
AAGAAZ Hotel,4.4,Ludhiana,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,2615
Landmark Inn,4.3,Allahabad,Free breakfast,Free Wi-Fi,Paid parking,Room service,Kitchen,Full-service laundry,Kid-friendly,0,0,2622
"FabHotel Orion Crystal - Hotel in Park Circus, Kolkata",4.1,Kolkata,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,2652
Green Serene Abode,4.9,Meerut,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Room service,Airport shuttle,Accessible,Kid-friendly,2652
Samargarh Resorts and hotel,3.9,Ranchi,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Pet-friendly,Restaurant,Room service,Full-service laundry,2654
Hotel Nahan,4.9,Nahan,Pool,Fitness center,Free Wi-Fi,Room service,Breakfast included,Free Wi-Fi,Parking,Fitness center,Restaurant,2663
Ginger Lucknow,4,Lucknow,3-star hotel,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,0,2664
Hotel Nagpal REGENCY,3.9,Ludhiana,3-star hotel,Breakfast,Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,2666
HOTEL DS INTERNATIONAL & KALYANAM BANQUET HALL,4.1,Jamshedpur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,2668
Treehouse London Street Amritsar,4.1,Amritsar,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Full-service laundry,0,0,2669
Crystal Palace,3.9,Meerut,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,2673
Treebo Trip Kiran - Hotel in Raipur,4,Raipur,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,2675
Hotel Madikeri,3.1,Madikeri,Airport shuttle,Restaurant,Breakfast included,Accessible,Parking,Room service,Breakfast included,Free Wi-Fi,Airport shuttle,2678
Treebo Trend Hotel A1,3.9,Nagpur,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Airport shuttle,Full-service laundry,2689
Zostel Srinagar,4.5,Kashmir,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Airport shuttle,Smoke-free,0,0,2690
BlueBells Varanasi,3.3,Varanasi,Sleeps 11,3 bedrooms,Air conditioning,Fireplace,Paid parking,Free Wi-Fi,No crib,No elevator,No fitness center,2700
Hotel Aira,4.1,Vijayawada,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,2704
Hotel Nikunj,4,Hazaribagh,Free Wi-Fi,Paid parking,Room service,Kitchen,Full-service laundry,0,0,0,0,2722
Hotel Sarang Palace - Boutique Stays & Candlelight Dining,4.4,Jaipur,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Spa,Bar,Restaurant,Room service,2724
Madhuban Motel,4,Jamshedpur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0,2726
The Roseman Hotel & Suites,4.3,Ghaziabad,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,2727
"TTDC Hotel Tamil Nadu, Kanyakumari",4.5,Kanyakumari,0,0,0,0,0,0,0,0,0,2730
Hotel Radiant (Kolkata),4,Kolkata,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,2731
Leo Fort Hotel,3.9,Ludhiana,Free breakfast,Wi-Fi,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,0,2735
Treebo Trend The Horizon - Hotel in Mangalore,4.1,Mangalore,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Kitchen,Full-service laundry,2738
Hotel Rama Heritage,4.1,Nashik,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,2746
Hotel Phoenix,4,Pune,3-star hotel,Free breakfast,Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,2752
Hotel Lakshadweep,4.4,Lakshadweep,Restaurant,Accessible,Pet-friendly,Pool,Free Wi-Fi,Breakfast included,Airport shuttle,Airport shuttle,Free Wi-Fi,2757
Vibe By The LaLiT Traveller,4,Faridabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,2763
The Renai cochin,4.2,Kochi,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,2768
The Renai cochin,4.2,Kochi,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,2768
Mango Villa - Double or Twin Room with Garden View,4.7,Varkala,House,Sleeps 2,1 bedroom,1 bathroom,2 beds,Air conditioning,Airport shuttle,Balcony,Crib,2768
Treebo Trend Alankar Inn,3.7,Vijayawada,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Full-service laundry,Business center,2769
Hotel Park N,3.9,Vijayawada,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,2776
The Aster Heritage,4.7,Kolkata,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Room service,Full-service laundry,Business center,Kid-friendly,2778
Varanasi Villa,4.4,Varanasi,Sleeps 24,12 bedrooms,12 bathrooms,Air conditioning,Kid-friendly,Kitchen,Pet-friendly,Free Wi-Fi,No fitness center,2778
The Empire Resort,4.3,Gwalior,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Spa,Restaurant,Room service,Kitchen,2785
Shacon Suites,4.6,Noida,Free Wi-Fi,Kitchen,Full-service laundry,Kid-friendly,0,0,0,0,0,2785
Ginger Aurangabad,4,Aurangabad,3-star hotel,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,0,2799
Hotel Ocean Heritage,4,Kanyakumari,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Beach access,Restaurant,Room service,Airport shuttle,Full-service laundry,2800
SANDRA Eco Beach Resort,4.7,Varkala,0,0,0,0,0,0,0,0,0,2800
Bangalore Gate Hotel & Conferences,4.1,Bangalore,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,2804
Empire Stay,4.5,Amravati,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,2808
Hotel Chandigarh Beckons,4.2,Chandigarh,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,2808
Maurya Rajadhani,4,Trivandrum,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Hot tub,Air conditioning,Fitness center,Spa,Bar,2812
Hotel President Nagpur,4.1,Nagpur,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,2813
Hotel Millenia Regency Lucknow,4.2,Lucknow,Free breakfast,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,Kid-friendly,2814
Grand Maurya Hotel & Resort,4.1,Mysore,2-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,2828
The Park Pride,4.2,Patna,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Full-service laundry,0,0,2837
Renai Green Fields,3.8,Kumarakom,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,2849
Hotel Vrindavan,3.4,Vrindavan,Room service,Full-service laundry,Accessible,Free Wi-Fi,Spa,Pool,Pool,Parking,Free Wi-Fi,2853
Treebo Trend Oasis,4.2,Bhubaneswar,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Kitchen,Full-service laundry,2854
"BhubanBari historic house airy twin room w 2 baths, kitchen, garden terrace",5,Kolkata,House,Sleeps 2,1 bedroom,2 bathrooms,Kid-friendly,Kitchen,Smoke-free,Free parking,No air conditioning,2856
Kumarakom Wood Castle,4.4,Kumarakom,Sleeps 3,1 bedroom,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator,2861
3rd Milestone,4.4,Meerut,0,0,0,0,0,0,0,0,0,2870
ibis Nashik,4.4,Nashik,2-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Fitness center,Restaurant,Full-service laundry,2872
Holiday Residency,4.4,Coimbatore,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,2874
Effotel By Sayaji Vadodara,4.4,Vadodara,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,2874
Aster Guest House Kolkata,4,Kolkata,Free breakfast,Free Wi-Fi,Air conditioning,Pet-friendly,Paid parking,Restaurant,Full-service laundry,Kid-friendly,0,2885
Hotel Le Lotus Grand,4.2,Varanasi,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Business center,2889
"Biverah Hotel and Suites, 4-star hotels in Trivandrum, Medical college, kims hospital, hotels in trivandrum, budget hotel",3.8,Trivandrum,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,2898
Ghar Aangan Resort,3.9,Patna,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Restaurant,Room service,2902
Villa Benares,4.2,Varanasi,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,Full-service laundry,2910
ibis Nashik,4.4,Nashik,2-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Fitness center,Restaurant,Full-service laundry,2911
Hotel NAT GRAND REGENCY,5,Ludhiana,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,Accessible,2912
Treebo Trend Lazystay Grand - Hotel in Bhubaneswar,4.1,Bhubaneswar,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,0,2920
Jalsa Resort & Banquets,4.3,Indore,Free Wi-Fi,Free parking,Pool,Spa,Restaurant,Kitchen,Full-service laundry,Accessible,Kid-friendly,2921
Hotel Uday Palace Varanasi,4.1,Varanasi,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,2922
Crystal Palace,3.9,Meerut,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,2923
HOTEL AMALFI GRAND,4.1,Patna,4-star hotel,Breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Airport shuttle,2935
Sunita Elite,4,Almora,4-star hotel,Free breakfast,Wi-Fi,Kitchen,Pool,Air conditioning,Airport shuttle,Full-service laundry,Spa,2937
Hotel Delite,3.9,Faridabad,Free breakfast,Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0,2940
Saro Lake County,4,Kumarakom,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Kitchen,Airport shuttle,2945
Ginger Bhubaneshwar,3.9,Bhubaneswar,2-star hotel,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,0,2959
Hotel Sewa Grand,3.6,Faridabad,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,2963
Treebo Trend The Pavilion,4,Nagpur,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,0,2966
"Treebo Trend The Utsav, Nashik",4.6,Nashik,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,2968
Hotel Four Season,3.5,Amravati,0,0,0,0,0,0,0,0,0,2973
Treebo Trend Chalets,4.2,Nagpur,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,2989
Grand Marian Hotel,4.1,Ludhiana,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,2995
Hotel Thanjavur,4.1,Thanjavur,Free Wi-Fi,Restaurant,Accessible,Breakfast included,Fitness center,Pool,Room service,Spa,Free Wi-Fi,2998
Amritsar Grand Hotel By Levelup Hotels,4.8,Amritsar,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,2999
Casillda Munnar,4.2,Munnar,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,3000
The Altius Boutique Hotel,4,Chandigarh,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service,3003
Hotel Saffron Kiran,3.9,Faridabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service,3004
Treebo Trend Pappilon Palace,4.2,Mangalore,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Full-service laundry,Kid-friendly,Smoke-free,3008
Hotel Sandesh The Prince,4.1,Mysore,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,3008
Treebo Trend Chalets,4.2,Nagpur,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,3008
Hotel Emirates,4,Kolkata,2-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,3014
Buddha Heritage,4,Patna,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,3015
Hotel Costa River,4,Varanasi,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,3020
Ginger Faridabad,3.6,Faridabad,3-star hotel,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,0,3023
Manor Backwater Resort,3.8,Kumarakom,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Kitchen,Full-service laundry,3024
Royal Orchid Central,4.2,Vadodara,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,3031
Hotel Aroma Chandigarh,4.3,Chandigarh,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Restaurant,Room service,3035
Orchard One Hotel,3.9,Allahabad,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0,3040
Orange Tree Hotels,4.4,Nagpur,Free breakfast,Free Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,0,0,3042
Hotel Gulmor - Hotel in Ludhiana,4,Ludhiana,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,3058
Hotel Pan Asia Continental (A Unit Of Sharda Resources Limited),4.1,Kolkata,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,3074
The Barfung Retreat,4.2,Sikkim,Sleeps 10,4 bedrooms,3 bathrooms,Airport shuttle,Free parking,Free Wi-Fi,No air conditioning,No beach access,No elevator,3077
Keys Select Ludhiana - By Lemon Tree Hotels,3.9,Ludhiana,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,3078
"Karma Casa, Gangtok",4.4,Sikkim,Sleeps 7,2 bedrooms,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No air conditioning,No crib,No elevator,3086
"Hotel Green Horizon Station Road, Ranchi. 834001",4.2,Ranchi,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Fitness center,Restaurant,Room service,Full-service laundry,3087
Aarya Grand Hotels & Resorts,4.2,Ahmedabad,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,3091
Hotel Eldorado,4.3,Ahmedabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,3100
Hotel Express Residency,4.2,Vadodara,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,3106
Maplewood Hotel,4.1,Ranchi,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,3121
"Mango Hotels–Prangan, Bhubaneswar",4.1,Bhubaneswar,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,3126
Hotel Minerva Grand Vijayawada,4,Vijayawada,4-star hotel,Free breakfast,Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,3126
Hotel Rangoli Pearl,4.1,Amravati,1-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,3130
Hotel Rangoli Pearl,4.1,Amravati,1-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,3130
THE VILLA,3.9,Kanpur,3-star hotel,Free Wi-Fi,Pool,Kitchen,Full-service laundry,Kid-friendly,0,0,0,3133
Ginger Jaipur,4.1,Jaipur,3-star hotel,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,0,3135
Ginger Jamshedpur,4,Jamshedpur,3-star hotel,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,0,3135
"Red Fox Hotel, Vijayawada",4,Vijayawada,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,3149
The Whistling Thrush,4.8,Sikkim,Sleeps 8,3 bedrooms,Fireplace,Kitchen,Paid parking,No air conditioning,No crib,No elevator,No fitness center,3180
The Emerald Park,4,Nashik,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,3190
Regenta Inn Grand Koramangala,4.6,Bangalore,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,Full-service laundry,3192
Shahanshahi Adventure Park and Wellness Resort,4.2,Dehradun,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,Bar,3207
Quality Inn Regency,3.8,Nashik,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,3210
Hash Six Hotels,4.2,Coimbatore,4-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,3213
Garden City Resorts | Rooms & Restaurant,3.8,Meerut,Sleeps 9,3 bedrooms,Air conditioning,Elevator,Fireplace,Cable TV,Paid parking,No crib,No fitness center,3220
Hotel Hira Inn,4.8,Allahabad,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Full-service laundry,0,0,3226
Royal Sunrise Resort,3.9,Gwalior,Free Wi-Fi,Paid parking,Pool,Kitchen,Full-service laundry,0,0,0,0,3232
Hotel Malhar Haveli,4.2,Noida,3-star hotel,Breakfast,Paid parking,Air conditioning,Wi-Fi,Restaurant,Kitchen,Airport shuttle,Full-service laundry,3239
Kabir Hotel and Spa,4.4,Vadodara,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,3240
Treebo Trend Abode,4,Nashik,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Kitchen,Full-service laundry,Kid-friendly,0,3271
